CustomerID,Recency,Frequency,Monetary,AvgTicket
13122.0,85,2,922.39,461.195
13124.0,80,3,3794.2,1264.7333333333333
13134.0,76,4,1793.58,448.395
13141.0,75,5,2386.25,477.25
13158.0,85,4,1190.14,297.535
13162.0,113,4,1640.77,410.1925
13192.0,86,2,911.94,455.97
13220.0,69,4,819.2900000000001,204.82250000000002
13221.0,231,2,847.41,423.705
13240.0,87,4,663.65,165.9125
13261.0,259,2,944.1,472.05
13294.0,180,2,873.74,436.87
13301.0,94,4,617.61,154.4025
13330.0,83,3,1127.25,375.75
13334.0,73,3,3536.82,1178.94
13368.0,247,2,539.5,269.75
13376.0,90,3,869.76,289.92
13405.0,195,2,557.45,278.725
13425.0,99,3,1609.21,536.4033333333333
13475.0,182,4,1406.83,351.7075
13476.0,169,2,971.52,485.76
13479.0,191,2,300.95,150.475
13486.0,69,3,1110.29,370.09666666666664
13492.0,127,3,1269.84,423.28
13493.0,266,2,394.95,197.475
13497.0,273,2,348.05,174.025
13506.0,307,2,458.52,229.26
13507.0,89,3,2013.67,671.2233333333334
13531.0,196,2,483.8,241.9
13562.0,72,3,1799.33,599.7766666666666
13564.0,345,2,1198.38,599.19
13593.0,99,5,2037.0800000000002,407.41600000000005
13611.0,80,3,1171.8,390.59999999999997
13631.0,90,6,492.5,82.08333333333333
13649.0,247,2,346.6,173.3
13655.0,105,2,911.12,455.56
13659.0,196,2,1442.3,721.15
13707.0,257,2,770.46,385.23
13711.0,209,2,252.06,126.03
13715.0,271,5,1079.34,215.868
13718.0,237,2,296.55,148.275
13720.0,107,4,705.7,176.425
13722.0,122,3,2314.9300000000003,771.6433333333334
13731.0,210,2,610.59,305.295
13743.0,79,6,968.4,161.4
13744.0,86,2,1109.56,554.78
13748.0,86,4,744.25,186.0625
13752.0,115,6,1140.33,190.05499999999998
13791.0,118,2,1226.0,613.0
13802.0,129,3,3772.34,1257.4466666666667
13814.0,83,2,1477.42,738.71
13819.0,292,3,1140.35,380.1166666666666
13837.0,202,2,271.24,135.62
13851.0,86,3,1763.46,587.82
13869.0,114,4,3104.53,776.1325
13884.0,80,4,540.5,135.125
13885.0,180,2,506.8,253.4
13908.0,70,4,2319.55,579.8875
13925.0,83,4,593.5,148.375
13931.0,86,2,982.53,491.265
13952.0,208,2,3217.17,1608.585
13963.0,299,4,644.38,161.095
14006.0,106,3,946.24,315.41333333333336
14009.0,189,2,695.61,347.805
14016.0,152,4,3985.35,996.3375
14038.0,69,3,1560.38,520.1266666666667
14078.0,92,6,1049.37,174.89499999999998
14081.0,293,2,934.52,467.26
14083.0,117,6,514.69,85.78166666666668
14114.0,264,2,284.83,142.415
14146.0,72,4,2864.14,716.035
14154.0,230,2,1150.62,575.31
14161.0,206,3,1110.52,370.17333333333335
14163.0,78,4,2017.1100000000001,504.27750000000003
14176.0,288,4,576.9000000000001,144.22500000000002
14177.0,77,4,552.57,138.1425
14195.0,192,2,375.20000000000005,187.60000000000002
14210.0,96,6,1905.8400000000001,317.64000000000004
14220.0,238,2,632.4,316.2
14223.0,83,3,982.01,327.33666666666664
14224.0,101,4,959.37,239.8425
14231.0,174,3,845.8100000000001,281.93666666666667
14242.0,225,2,280.55,140.275
14245.0,210,2,1693.45,846.725
14246.0,101,3,1474.06,491.3533333333333
14256.0,251,2,969.0600000000001,484.53000000000003
14267.0,153,3,1516.24,505.41333333333336
14276.0,89,3,1119.74,373.24666666666667
14289.0,125,5,832.78,166.55599999999998
14307.0,79,6,2938.57,489.7616666666667
14320.0,197,2,477.79,238.895
14344.0,118,8,828.2,103.525
14346.0,111,2,932.02,466.01
14352.0,148,4,1047.06,261.765
14364.0,99,8,3505.29,438.16125
14377.0,182,2,561.15,280.575
14403.0,132,3,1027.01,342.33666666666664
14407.0,98,5,1564.26,312.852
14410.0,83,9,1103.18,122.57555555555557
14414.0,82,7,1395.44,199.34857142857143
14442.0,195,2,1500.02,750.01
14461.0,139,3,2084.88,694.96
14465.0,237,3,1056.94,352.31333333333333
14472.0,94,8,1868.2,233.525
14479.0,244,2,316.25,158.125
14496.0,302,2,538.8100000000001,269.40500000000003
14512.0,178,2,225.38,112.69
14513.0,197,2,317.35,158.675
14532.0,227,4,910.23,227.5575
14565.0,86,4,2949.12,737.28
14573.0,170,9,1597.83,177.53666666666666
14583.0,135,4,771.92,192.98
14584.0,159,4,977.13,244.2825
14620.0,196,2,412.78000000000003,206.39000000000001
14625.0,187,2,865.73,432.865
14669.0,232,3,1233.21,411.07
14670.0,271,2,406.2,203.1
14672.0,225,2,757.57,378.785
14692.0,128,4,591.55,147.8875
14737.0,119,2,1081.75,540.875
14740.0,187,3,1380.41,460.1366666666667
14745.0,103,5,1220.26,244.052
14758.0,135,4,1400.26,350.065
14759.0,103,2,854.9,427.45
14766.0,71,5,2045.09,409.018
14769.0,73,7,10003.75,1429.107142857143
14770.0,223,2,876.42,438.21
14779.0,271,3,254.4,84.8
14803.0,153,3,845.55,281.84999999999997
14817.0,191,2,1002.78,501.39
14828.0,187,3,960.02,320.00666666666666
14837.0,80,4,1636.3,409.075
14854.0,69,7,2648.03,378.29
14875.0,98,2,1070.97,535.485
14896.0,195,2,468.77000000000004,234.38500000000002
14918.0,106,2,1610.15,805.075
14920.0,203,2,960.82,480.41
14930.0,99,3,2271.16,757.0533333333333
14934.0,72,2,1873.99,936.995
14985.0,189,2,290.87,145.435
15002.0,106,4,1641.76,410.44
15032.0,247,3,3639.1,1213.0333333333333
15057.0,266,2,1220.4,610.2
15067.0,69,3,1704.86,568.2866666666666
15071.0,84,2,982.07,491.035
15079.0,203,3,773.76,257.92
15092.0,206,2,457.81,228.905
15095.0,94,4,1370.6,342.65
15104.0,187,2,835.71,417.855
15107.0,302,6,319.5,53.25
15108.0,132,3,1159.25,386.4166666666667
15122.0,105,3,1633.78,544.5933333333334
15133.0,118,3,966.34,322.11333333333334
15146.0,155,2,1327.16,663.58
15157.0,145,2,1358.69,679.345
15192.0,110,3,1018.28,339.4266666666667
15201.0,78,5,1236.54,247.308
15213.0,309,2,328.35,164.175
15223.0,216,2,755.75,377.875
15224.0,349,2,322.08,161.04
15230.0,230,2,429.6,214.8
15235.0,208,12,2213.61,184.4675
15237.0,69,3,1311.77,437.25666666666666
15245.0,124,3,2263.48,754.4933333333333
15246.0,229,2,514.15,257.075
15260.0,91,7,1794.8200000000002,256.40285714285716
15265.0,142,2,1489.17,744.585
15332.0,357,4,1661.06,415.265
15353.0,245,2,777.02,388.51
15379.0,160,7,3676.61,525.23
15400.0,83,5,716.2,143.24
15410.0,75,8,3450.84,431.355
15424.0,245,2,318.3,159.15
15433.0,204,2,533.3,266.65
15456.0,274,3,390.76,130.25333333333333
15491.0,86,6,2965.16,494.1933333333333
15508.0,180,6,999.89,166.64833333333334
15535.0,164,4,536.4,134.1
15569.0,122,3,885.54,295.18
15574.0,168,4,698.02,174.505
15581.0,147,10,721.24,72.124
15589.0,246,3,456.58,152.19333333333333
15596.0,91,5,1406.59,281.318
15624.0,107,4,566.85,141.7125
15625.0,94,4,1534.26,383.565
15641.0,96,4,1838.3600000000001,459.59000000000003
15643.0,182,3,596.2,198.73333333333335
15644.0,157,4,806.72,201.68
15648.0,195,2,657.35,328.675
15658.0,181,5,1004.15,200.82999999999998
15661.0,308,2,309.8,154.9
15665.0,159,2,2217.06,1108.53
15673.0,79,4,2847.12,711.78
15695.0,257,2,409.98,204.99
15704.0,131,4,2293.2000000000003,573.3000000000001
15716.0,136,4,1118.81,279.7025
15732.0,203,2,294.12,147.06
15759.0,209,3,253.04,84.34666666666666
15764.0,78,6,3101.22,516.87
15777.0,232,3,761.51,253.83666666666667
15808.0,297,4,3734.9700000000003,933.7425000000001
15810.0,69,4,1307.23,326.8075
15812.0,98,5,899.33,179.866
15813.0,198,2,1303.9099999999999,651.9549999999999
15854.0,77,10,2621.13,262.113
15855.0,127,5,712.24,142.448
15881.0,303,5,501.1,100.22
15882.0,189,4,512.4,128.1
15894.0,244,2,263.55,131.775
15898.0,217,4,712.04,178.01
15918.0,181,2,334.23,167.115
15932.0,79,7,2181.97,311.71
15938.0,103,5,404.58,80.916
15939.0,80,13,3900.41,300.03153846153845
15980.0,79,3,2295.18,765.06
15985.0,114,2,1037.42,518.71
15996.0,79,6,1002.78,167.13
16010.0,236,3,406.79,135.59666666666666
16034.0,187,3,437.7,145.9
16037.0,260,3,715.22,238.40666666666667
16045.0,110,4,1340.7,335.175
16048.0,364,2,256.44,128.22
16083.0,91,2,1295.9,647.95
16098.0,78,7,1762.23,251.74714285714285
16103.0,70,5,1413.14,282.62800000000004
16109.0,209,2,542.28,271.14
16143.0,99,5,1699.3600000000001,339.872
16172.0,86,5,1140.21,228.042
16175.0,85,4,1037.59,259.3975
16180.0,91,8,10254.18,1281.7725
16209.0,79,5,878.9,175.78
16214.0,161,3,994.95,331.65000000000003
16217.0,226,2,304.25,152.125
16226.0,194,3,255.12,85.04
16229.0,78,2,1010.6,505.3
16230.0,180,2,542.03,271.015
16244.0,202,2,1522.75,761.375
16250.0,252,2,389.44,194.72
16306.0,204,6,623.45,103.90833333333335
16317.0,110,3,1341.65,447.2166666666667
16320.0,163,2,1038.46,519.23
16359.0,85,7,1042.58,148.94
16370.0,73,4,1199.51,299.8775
16378.0,238,3,362.95,120.98333333333333
16398.0,145,2,1517.3,758.65
16402.0,255,2,299.6,149.8
16419.0,103,6,972.23,162.03833333333333
16427.0,254,2,241.06,120.53
16431.0,204,3,642.52,214.17333333333332
16442.0,218,2,412.35,206.175
16449.0,188,2,707.69,353.845
16456.0,90,5,2147.29,429.45799999999997
16493.0,70,4,1351.63,337.9075
16495.0,267,2,246.51,123.255
16496.0,198,2,1185.04,592.52
16499.0,351,2,365.45,182.725
16503.0,97,4,1398.03,349.5075
16520.0,177,3,1046.57,348.8566666666666
16539.0,210,3,1053.61,351.2033333333333
16546.0,281,2,787.15,393.575
16550.0,99,5,2218.26,443.65200000000004
16552.0,233,2,379.73,189.865
16553.0,154,11,4656.86,423.35090909090906
16567.0,185,2,704.5600000000001,352.28000000000003
16572.0,118,3,973.65,324.55
16644.0,168,2,833.78,416.89
16654.0,132,4,562.8100000000001,140.70250000000001
16696.0,126,4,657.9000000000001,164.47500000000002
16709.0,75,5,2894.27,578.854
16714.0,308,2,896.53,448.265
16725.0,293,7,746.91,106.70142857142856
16735.0,69,5,2293.0,458.6
16745.0,77,17,7093.5,417.2647058823529
16755.0,105,3,1483.95,494.65000000000003
16766.0,264,2,1145.6,572.8
16801.0,154,4,1502.98,375.745
16806.0,94,4,773.95,193.4875
16807.0,133,3,1106.59,368.8633333333333
16816.0,94,4,412.5,103.125
16833.0,250,3,671.29,223.76333333333332
16838.0,188,2,387.9,193.95
16842.0,91,3,1264.19,421.3966666666667
16883.0,178,2,256.78,128.39
16889.0,185,3,1572.79,524.2633333333333
16897.0,290,2,289.78,144.89
16906.0,72,4,558.26,139.565
16919.0,147,11,2594.51,235.86454545454546
16928.0,71,17,2815.7,165.62941176470588
16938.0,170,3,1577.5,525.8333333333334
16943.0,202,3,800.78,266.9266666666667
16951.0,125,3,1202.18,400.7266666666667
16955.0,175,4,467.82,116.955
16957.0,230,2,416.64,208.32
16980.0,246,2,845.76,422.88
16984.0,79,2,4390.61,2195.305
16997.0,279,3,702.0,234.0
16998.0,140,4,295.0,73.75
17002.0,76,3,1493.73,497.91
17027.0,69,6,890.29,148.38166666666666
17035.0,236,2,433.53000000000003,216.76500000000001
17042.0,112,4,910.7,227.675
17047.0,76,3,1100.9,366.9666666666667
17048.0,108,3,885.4,295.1333333333333
17050.0,87,6,3228.08,538.0133333333333
17058.0,72,3,1179.89,393.2966666666667
17062.0,304,4,522.41,130.6025
17083.0,100,3,1405.78,468.5933333333333
17085.0,114,5,1566.65,313.33000000000004
17126.0,143,5,979.61,195.922
17152.0,185,3,573.5,191.16666666666666
17194.0,264,2,240.1,120.05
17204.0,166,4,1462.8600000000001,365.71500000000003
17223.0,301,2,391.79,195.895
17230.0,255,8,3621.46,452.6825
17242.0,99,2,1135.04,567.52
17277.0,218,2,1065.3500000000001,532.6750000000001
17282.0,121,3,1058.18,352.7266666666667
17311.0,69,2,1190.0,595.0
17320.0,91,3,1200.6200000000001,400.2066666666667
17334.0,293,2,307.02,153.51
17337.0,142,4,2012.0,503.0
17358.0,294,2,365.85,182.925
17362.0,230,2,276.28,138.14
17374.0,209,2,495.77,247.885
17375.0,190,3,386.66,128.88666666666668
17386.0,90,5,845.5800000000002,169.11600000000004
17392.0,297,2,405.72,202.86
17400.0,117,5,2112.62,422.524
17406.0,324,2,1586.48,793.24
17426.0,82,4,3905.29,976.3225
17444.0,142,2,2318.56,1159.28
17454.0,183,4,517.24,129.31
17457.0,117,4,880.9,220.225
17460.0,85,6,622.4300000000001,103.73833333333334
17472.0,182,3,709.58,236.52666666666667
17501.0,211,2,288.6,144.3
17504.0,197,9,2963.13,329.2366666666667
17505.0,152,2,1145.84,572.92
17507.0,252,2,605.58,302.79
17522.0,129,4,898.89,224.7225
17526.0,281,3,406.0,135.33333333333334
17550.0,188,3,267.16,89.05333333333334
17560.0,85,4,854.95,213.7375
17585.0,100,4,1024.23,256.0575
17588.0,91,3,914.88,304.96
17593.0,82,4,3218.3,804.575
17594.0,76,2,993.18,496.59
17604.0,208,2,309.36,154.68
17618.0,239,2,626.83,313.415
17646.0,210,3,1008.39,336.13
17686.0,71,6,5076.19,846.0316666666666
17691.0,349,2,290.40000000000003,145.20000000000002
17692.0,118,4,733.5,183.375
17704.0,159,2,880.63,440.315
17708.0,178,2,267.08,133.54
17722.0,87,4,2056.9,514.225
17731.0,70,4,1087.56,271.89
17770.0,189,5,1143.27,228.654
17774.0,87,4,1208.68,302.17
17787.0,143,4,1865.19,466.2975
17802.0,73,3,1269.92,423.3066666666667
17827.0,233,4,1568.69,392.1725
17830.0,252,2,287.65000000000003,143.82500000000002
17848.0,72,9,890.49,98.94333333333333
17849.0,209,4,326.15,81.5375
17850.0,363,34,4783.46,140.69
17856.0,224,3,403.43,134.47666666666666
17857.0,111,6,422.06,70.34333333333333
17869.0,98,5,343.96,68.792
17873.0,71,5,1729.7800000000002,345.956
17874.0,176,6,649.5600000000001,108.26
17884.0,302,3,594.86,198.28666666666666
17890.0,313,2,602.09,301.045
17912.0,301,5,300.93,60.186
17955.0,209,3,394.1,131.36666666666667
17966.0,142,4,594.43,148.6075
17990.0,227,3,630.84,210.28
17994.0,112,4,644.59,161.1475
18065.0,77,11,1949.19,177.19909090909093
18071.0,248,2,453.0,226.5
18073.0,105,12,2087.6,173.96666666666667
18078.0,208,2,336.13,168.065
18085.0,321,2,689.95,344.975
18093.0,84,4,2027.3200000000002,506.83000000000004
18094.0,72,6,2384.3,397.3833333333334
18095.0,303,2,580.0500000000001,290.02500000000003
18097.0,117,5,1997.0,399.4
18143.0,107,2,1000.16,500.08
18168.0,166,6,1162.3799999999999,193.73
18173.0,77,4,1444.42,361.105
18178.0,119,4,1590.81,397.7025
18183.0,218,2,632.07,316.035
18190.0,183,2,284.46000000000004,142.23000000000002
18202.0,190,3,1363.09,454.3633333333333
18218.0,202,2,649.48,324.74
18231.0,183,5,2083.27,416.654
18232.0,72,4,592.97,148.2425
18239.0,209,5,1561.6100000000001,312.322
18245.0,140,6,1668.25,278.0416666666667
18260.0,163,6,2643.2000000000003,440.53333333333336
