CustomerID,Recency,Frequency,Monetary,AvgTicket,R_Score,F_Score,M_Score,RFV_Score,RFV_Total,Segment
12423.0,91,7,1406.77,200.96714285714285,2,5,4,254,11,⚠️ At Risk
12424.0,153,2,1302.32,651.16,2,2,4,224,8,⚠️ At Risk
12425.0,69,1,777.2,777.2,2,1,3,213,6,😴 About to Sleep
12426.0,185,1,491.28000000000003,491.28000000000003,1,1,3,113,5,🪦 Hibernating
12427.0,12,3,639.32,213.10666666666668,5,3,3,533,11,🌟 Loyal Customers
12428.0,16,8,6361.04,795.13,4,5,5,455,14,👑 Champions
12429.0,0,4,3388.4,847.1,5,4,5,545,14,👑 Champions
12430.0,34,1,216.4,216.4,3,1,1,311,5,💎 Potential Loyalists
12431.0,51,14,5137.66,366.9757142857143,3,5,5,355,13,🌟 Loyal Customers
12432.0,33,4,3614.32,903.58,3,4,5,345,12,🌟 Loyal Customers
12433.0,0,5,10420.94,2084.188,5,4,5,545,14,👑 Champions
12434.0,75,2,806.14,403.07,2,2,3,223,7,😴 About to Sleep
12435.0,70,2,2076.7,1038.35,2,2,5,225,9,⚠️ At Risk
12436.0,90,1,429.01000000000005,429.01000000000005,2,1,3,213,6,😴 About to Sleep
12437.0,0,17,4330.47,254.73352941176472,5,5,5,555,15,👑 Champions
12438.0,5,2,2456.41,1228.205,5,2,5,525,12,💎 Potential Loyalists
12441.0,357,1,155.55,155.55,1,1,1,111,3,🪦 Hibernating
12444.0,12,5,3647.61,729.522,5,4,5,545,14,👑 Champions
12445.0,12,1,77.4,77.4,5,1,1,511,7,💎 Potential Loyalists
12446.0,48,1,1002.3100000000001,1002.3100000000001,3,1,4,314,8,💎 Potential Loyalists
12447.0,234,1,431.49,431.49,1,1,3,113,5,🪦 Hibernating
12448.0,35,1,295.89,295.89,3,1,2,312,6,💎 Potential Loyalists
12449.0,13,4,3591.97,897.9925,4,4,5,445,13,👑 Champions
12450.0,147,2,197.88,98.94,2,2,1,221,5,😴 About to Sleep
12451.0,1,5,8464.13,1692.8259999999998,5,4,5,545,14,👑 Champions
12452.0,7,1,350.57,350.57,5,1,2,512,8,💎 Potential Loyalists
12453.0,125,1,707.09,707.09,2,1,3,213,6,😴 About to Sleep
12454.0,47,1,1009.0,1009.0,3,1,4,314,8,💎 Potential Loyalists
12455.0,64,5,2181.46,436.29200000000003,3,4,5,345,12,🌟 Loyal Customers
12456.0,35,3,2576.48,858.8266666666667,3,3,5,335,11,🌟 Loyal Customers
12457.0,57,6,1907.63,317.93833333333333,3,5,5,355,13,🌟 Loyal Customers
12458.0,62,2,772.28,386.14,3,2,3,323,8,💎 Potential Loyalists
12461.0,145,1,622.32,622.32,2,1,3,213,6,😴 About to Sleep
12462.0,9,2,937.59,468.795,5,2,4,524,11,💎 Potential Loyalists
12463.0,44,4,1200.78,300.195,3,4,4,344,11,🌟 Loyal Customers
12464.0,1,8,855.3499999999999,106.91874999999999,5,5,4,554,14,👑 Champions
12465.0,8,2,682.1899999999999,341.09499999999997,5,2,3,523,10,💎 Potential Loyalists
12468.0,178,2,657.54,328.77,1,2,3,123,6,⚠️ At Risk
12471.0,1,26,11451.19,440.43038461538464,5,5,5,555,15,👑 Champions
12472.0,23,7,5997.43,856.7757142857143,4,5,5,455,14,👑 Champions
12473.0,44,3,2476.07,825.3566666666667,3,3,5,335,11,🌟 Loyal Customers
12474.0,8,18,6606.84,367.0466666666667,5,5,5,555,15,👑 Champions
12475.0,44,1,665.38,665.38,3,1,3,313,7,💎 Potential Loyalists
12476.0,6,11,5814.67,528.6063636363637,5,5,5,555,15,👑 Champions
12477.0,13,6,11134.09,1855.6816666666666,4,5,5,455,14,👑 Champions
12479.0,2,1,468.64,468.64,5,1,3,513,9,💎 Potential Loyalists
12480.0,19,4,2566.33,641.5825,4,4,5,445,13,👑 Champions
12481.0,13,10,4934.28,493.428,4,5,5,455,14,👑 Champions
12483.0,8,8,1901.8600000000001,237.73250000000002,5,5,5,555,15,👑 Champions
12484.0,26,4,3949.16,987.29,4,4,5,445,13,👑 Champions
12488.0,0,3,1070.6,356.8666666666666,5,3,4,534,12,🌟 Loyal Customers
12489.0,327,1,267.03,267.03,1,1,2,112,4,🪦 Hibernating
12490.0,8,9,4442.51,493.6122222222223,5,5,5,555,15,👑 Champions
12491.0,29,1,424.40000000000003,424.40000000000003,4,1,2,412,7,💎 Potential Loyalists
12492.0,54,2,227.21,113.605,3,2,2,322,7,💎 Potential Loyalists
12493.0,156,2,362.79,181.395,2,2,2,222,6,😴 About to Sleep
12494.0,6,7,1084.1000000000001,154.8714285714286,5,5,4,554,14,👑 Champions
12497.0,72,1,690.6,690.6,2,1,3,213,6,😴 About to Sleep
12498.0,12,3,349.70000000000005,116.56666666666668,5,3,2,532,10,💎 Potential Loyalists
12500.0,40,9,1448.03,160.89222222222222,3,5,4,354,12,🌟 Loyal Customers
12501.0,327,1,1960.92,1960.92,1,1,5,115,7,❓ Other
12502.0,86,5,2875.22,575.044,2,4,5,245,11,⚠️ At Risk
12504.0,9,2,428.04999999999995,214.02499999999998,5,2,3,523,10,💎 Potential Loyalists
12506.0,223,1,73.5,73.5,1,1,1,111,3,🪦 Hibernating
12507.0,125,3,434.41,144.80333333333334,2,3,3,233,8,😴 About to Sleep
12508.0,17,2,395.59,197.795,4,2,2,422,8,💎 Potential Loyalists
12509.0,275,1,158.5,158.5,1,1,1,111,3,🪦 Hibernating
12510.0,133,2,814.5699999999999,407.28499999999997,2,2,3,223,7,😴 About to Sleep
12512.0,57,2,138.03,69.015,3,2,1,321,6,💎 Potential Loyalists
12513.0,103,1,558.29,558.29,2,1,3,213,6,😴 About to Sleep
12514.0,258,1,1017.68,1017.68,1,1,4,114,6,❓ Other
12515.0,344,1,278.7,278.7,1,1,2,112,4,🪦 Hibernating
12516.0,68,2,1082.38,541.19,3,2,4,324,9,💎 Potential Loyalists
12517.0,19,4,2322.84,580.71,4,4,5,445,13,👑 Champions
12518.0,19,4,1537.75,384.4375,4,4,4,444,12,👑 Champions
12519.0,54,1,286.84,286.84,3,1,2,312,6,💎 Potential Loyalists
12520.0,70,5,2329.31,465.86199999999997,2,4,5,245,11,⚠️ At Risk
12521.0,133,1,545.68,545.68,2,1,3,213,6,😴 About to Sleep
12522.0,30,2,152.72,76.36,4,2,1,421,7,💎 Potential Loyalists
12523.0,10,11,1657.82,150.7109090909091,5,5,4,554,14,👑 Champions
12524.0,0,8,3577.2799999999997,447.15999999999997,5,5,5,555,15,👑 Champions
12526.0,44,2,931.58,465.79,3,2,4,324,9,💎 Potential Loyalists
12527.0,72,3,330.71000000000004,110.23666666666668,2,3,2,232,7,😴 About to Sleep
12528.0,0,6,1628.53,271.4216666666667,5,5,4,554,14,👑 Champions
12530.0,50,4,1327.1200000000001,331.78000000000003,3,4,4,344,11,🌟 Loyal Customers
12531.0,5,1,95.27,95.27,5,1,1,511,7,💎 Potential Loyalists
12532.0,21,1,313.83000000000004,313.83000000000004,4,1,2,412,7,💎 Potential Loyalists
12534.0,121,1,962.23,962.23,2,1,4,214,7,❓ Other
12535.0,82,2,716.35,358.175,2,2,3,223,7,😴 About to Sleep
12536.0,50,1,4077.02,4077.02,3,1,5,315,9,💎 Potential Loyalists
12538.0,20,1,363.95,363.95,4,1,2,412,7,💎 Potential Loyalists
12539.0,13,4,5449.7,1362.425,4,4,5,445,13,👑 Champions
12540.0,10,17,11401.25,670.6617647058823,5,5,5,555,15,👑 Champions
12541.0,20,3,841.18,280.3933333333333,4,3,4,434,11,🌟 Loyal Customers
12544.0,27,1,316.7,316.7,4,1,2,412,7,💎 Potential Loyalists
12545.0,66,2,832.39,416.195,3,2,3,323,8,💎 Potential Loyalists
12546.0,37,2,1009.98,504.99,3,2,4,324,9,💎 Potential Loyalists
12547.0,188,2,151.79999999999998,75.89999999999999,1,2,1,121,4,🪦 Hibernating
12548.0,157,1,67.19999999999999,67.19999999999999,2,1,1,211,4,😴 About to Sleep
12550.0,70,1,820.27,820.27,2,1,3,213,6,😴 About to Sleep
12551.0,348,1,168.0,168.0,1,1,1,111,3,🪦 Hibernating
12552.0,30,1,317.82,317.82,4,1,2,412,7,💎 Potential Loyalists
12553.0,16,9,3019.26,335.47333333333336,4,5,5,455,14,👑 Champions
12556.0,41,2,603.03,301.515,3,2,3,323,8,💎 Potential Loyalists
12557.0,149,3,1691.34,563.78,2,3,4,234,9,⚠️ At Risk
12559.0,301,2,525.71,262.855,1,2,3,123,6,⚠️ At Risk
12560.0,134,1,1275.36,1275.36,2,1,4,214,7,❓ Other
12561.0,293,1,238.85,238.85,1,1,2,112,4,🪦 Hibernating
12562.0,13,6,2649.77,441.62833333333333,4,5,5,455,14,👑 Champions
12564.0,252,1,352.05,352.05,1,1,2,112,4,🪦 Hibernating
12565.0,279,1,145.92,145.92,1,1,1,111,3,🪦 Hibernating
12566.0,77,1,297.65,297.65,2,1,2,212,5,😴 About to Sleep
12567.0,13,10,8191.69,819.169,4,5,5,455,14,👑 Champions
12569.0,7,26,2673.67,102.83346153846153,5,5,5,555,15,👑 Champions
12571.0,30,2,512.77,256.385,4,2,3,423,9,💎 Potential Loyalists
12572.0,42,1,442.34000000000003,442.34000000000003,3,1,3,313,7,💎 Potential Loyalists
12573.0,218,1,159.70000000000002,159.70000000000002,1,1,1,111,3,🪦 Hibernating
12574.0,306,1,182.45000000000002,182.45000000000002,1,1,1,111,3,🪦 Hibernating
12576.0,26,5,1268.93,253.786,4,4,4,444,12,👑 Champions
12577.0,26,3,651.72,217.24,4,3,3,433,10,🌟 Loyal Customers
12578.0,12,2,2402.51,1201.255,5,2,5,525,12,💎 Potential Loyalists
12579.0,69,1,386.42,386.42,2,1,2,212,5,😴 About to Sleep
12580.0,237,1,379.7,379.7,1,1,2,112,4,🪦 Hibernating
12581.0,30,1,179.71,179.71,4,1,1,411,6,💎 Potential Loyalists
12582.0,229,2,351.36,175.68,1,2,2,122,5,⚠️ At Risk
12583.0,9,14,5849.76,417.84000000000003,5,5,5,555,15,👑 Champions
12584.0,8,8,1867.25,233.40625,5,5,5,555,15,👑 Champions
12585.0,225,2,1653.96,826.98,1,2,4,124,7,⚠️ At Risk
12586.0,8,1,194.06,194.06,5,1,1,511,7,💎 Potential Loyalists
12588.0,30,1,174.89999999999998,174.89999999999998,4,1,1,411,6,💎 Potential Loyalists
12589.0,19,2,574.68,287.34,4,2,3,423,9,💎 Potential Loyalists
12590.0,202,1,5772.46,5772.46,1,1,5,115,7,❓ Other
12591.0,308,1,368.85,368.85,1,1,2,112,4,🪦 Hibernating
12592.0,83,2,401.6,200.8,2,2,2,222,6,😴 About to Sleep
12593.0,99,3,382.09999999999997,127.36666666666666,2,3,2,232,7,😴 About to Sleep
12594.0,28,9,3208.2200000000003,356.4688888888889,4,5,5,455,14,👑 Champions
12596.0,42,2,446.90999999999997,223.45499999999998,3,2,3,323,8,💎 Potential Loyalists
12597.0,10,4,3112.84,778.21,5,4,5,545,14,👑 Champions
12598.0,0,7,2772.88,396.1257142857143,5,5,5,555,15,👑 Champions
12599.0,20,7,888.58,126.94000000000001,4,5,4,454,13,👑 Champions
12600.0,19,10,2073.44,207.344,4,5,5,455,14,👑 Champions
12601.0,180,5,447.11,89.422,1,4,3,143,8,⚠️ At Risk
12602.0,49,1,153.12,153.12,3,1,1,311,5,💎 Potential Loyalists
12604.0,70,2,236.18,118.09,2,2,2,222,6,😴 About to Sleep
12607.0,51,1,1562.56,1562.56,3,1,4,314,8,💎 Potential Loyalists
12609.0,69,3,960.29,320.09666666666664,2,3,4,234,9,⚠️ At Risk
12610.0,13,4,1679.74,419.935,4,4,4,444,12,👑 Champions
12611.0,43,1,1049.32,1049.32,3,1,4,314,8,💎 Potential Loyalists
12612.0,65,1,668.0400000000001,668.0400000000001,3,1,3,313,7,💎 Potential Loyalists
12613.0,48,4,3080.2,770.05,3,4,5,345,12,🌟 Loyal Customers
12614.0,268,1,315.6,315.6,1,1,2,112,4,🪦 Hibernating
12615.0,27,3,1706.34,568.78,4,3,4,434,11,🌟 Loyal Customers
12616.0,86,2,641.3,320.65,2,2,3,223,7,😴 About to Sleep
12617.0,20,1,355.53,355.53,4,1,2,412,7,💎 Potential Loyalists
12618.0,12,1,137.31,137.31,5,1,1,511,7,💎 Potential Loyalists
12619.0,7,8,1962.36,245.295,5,5,5,555,15,👑 Champions
12620.0,5,3,1292.97,430.99,5,3,4,534,12,🌟 Loyal Customers
12621.0,14,18,9179.03,509.9461111111111,4,5,5,455,14,👑 Champions
12622.0,223,1,162.1,162.1,1,1,1,111,3,🪦 Hibernating
12623.0,267,1,269.1,269.1,1,1,2,112,4,🪦 Hibernating
12624.0,97,2,569.13,284.565,2,2,3,223,7,😴 About to Sleep
12625.0,202,2,2413.82,1206.91,1,2,5,125,8,⚠️ At Risk
12626.0,14,9,5954.48,661.6088888888888,4,5,5,455,14,👑 Champions
12627.0,1,6,4046.02,674.3366666666667,5,5,5,555,15,👑 Champions
12628.0,24,2,535.21,267.605,4,2,3,423,9,💎 Potential Loyalists
12630.0,0,2,1013.9300000000001,506.96500000000003,5,2,4,524,11,💎 Potential Loyalists
12631.0,48,1,480.5,480.5,3,1,3,313,7,💎 Potential Loyalists
12633.0,49,4,1503.78,375.945,3,4,4,344,11,🌟 Loyal Customers
12635.0,80,2,1494.86,747.43,2,2,4,224,8,⚠️ At Risk
12637.0,58,8,5724.39,715.54875,3,5,5,355,13,🌟 Loyal Customers
12638.0,24,1,511.69,511.69,4,1,3,413,8,💎 Potential Loyalists
12639.0,229,1,366.1,366.1,1,1,2,112,4,🪦 Hibernating
12640.0,14,3,960.6800000000001,320.2266666666667,4,3,4,434,11,🌟 Loyal Customers
12641.0,106,1,145.9,145.9,2,1,1,211,4,😴 About to Sleep
12642.0,16,3,888.31,296.1033333333333,4,3,4,434,11,🌟 Loyal Customers
12643.0,119,3,550.4,183.46666666666667,2,3,3,233,8,😴 About to Sleep
12644.0,120,1,477.91,477.91,2,1,3,213,6,😴 About to Sleep
12645.0,24,4,1631.18,407.795,4,4,4,444,12,👑 Champions
12646.0,40,1,731.6899999999999,731.6899999999999,3,1,3,313,7,💎 Potential Loyalists
12647.0,13,12,3064.02,255.335,4,5,5,455,14,👑 Champions
12648.0,145,1,300.05,300.05,2,1,2,212,5,😴 About to Sleep
12649.0,98,3,531.77,177.25666666666666,2,3,3,233,8,😴 About to Sleep
12651.0,325,1,114.0,114.0,1,1,1,111,3,🪦 Hibernating
12652.0,322,1,788.94,788.94,1,1,3,113,5,🪦 Hibernating
12653.0,139,2,1859.45,929.725,2,2,5,225,9,⚠️ At Risk
12654.0,1,5,529.98,105.99600000000001,5,4,3,543,12,🌟 Loyal Customers
12656.0,8,5,3279.42,655.884,5,4,5,545,14,👑 Champions
12657.0,2,4,1217.18,304.295,5,4,4,544,13,👑 Champions
12658.0,9,1,632.05,632.05,5,1,3,513,9,💎 Potential Loyalists
12659.0,20,1,73.68,73.68,4,1,1,411,6,💎 Potential Loyalists
12660.0,2,1,227.1,227.1,5,1,2,512,8,💎 Potential Loyalists
12662.0,14,10,3294.28,329.428,4,5,5,455,14,👑 Champions
12664.0,26,6,1717.8000000000002,286.3,4,5,4,454,13,👑 Champions
12665.0,315,1,45.0,45.0,1,1,1,111,3,🪦 Hibernating
12667.0,49,1,455.57,455.57,3,1,3,313,7,💎 Potential Loyalists
12668.0,2,4,3163.47,790.8675,5,4,5,545,14,👑 Champions
12669.0,141,2,1403.22,701.61,2,2,4,224,8,⚠️ At Risk
12670.0,1,5,2744.05,548.8100000000001,5,4,5,545,14,👑 Champions
12672.0,320,1,225.89999999999998,225.89999999999998,1,1,2,112,4,🪦 Hibernating
12673.0,317,1,214.6,214.6,1,1,1,111,3,🪦 Hibernating
12674.0,29,4,1831.46,457.865,4,4,5,445,13,👑 Champions
12676.0,15,6,1091.39,181.89833333333334,4,5,4,454,13,👑 Champions
12678.0,33,9,9395.18,1043.908888888889,3,5,5,355,13,🌟 Loyal Customers
12679.0,49,4,951.02,237.755,3,4,4,344,11,🌟 Loyal Customers
12680.0,64,3,541.36,180.45333333333335,3,3,3,333,9,🌟 Loyal Customers
12681.0,5,22,12096.86,549.8572727272727,5,5,5,555,15,👑 Champions
12682.0,0,29,9844.15,339.45344827586206,5,5,5,555,15,👑 Champions
12683.0,41,13,6905.09,531.1607692307692,3,5,5,355,13,🌟 Loyal Customers
12684.0,15,5,1855.83,371.166,4,4,5,445,13,👑 Champions
12685.0,19,6,2561.4,426.90000000000003,4,5,5,455,14,👑 Champions
12686.0,362,1,71.14,71.14,1,1,1,111,3,🪦 Hibernating
12688.0,104,1,4527.87,4527.87,2,1,5,215,8,❓ Other
12689.0,16,2,1139.61,569.805,4,2,4,424,10,💎 Potential Loyalists
12690.0,196,1,335.01,335.01,1,1,2,112,4,🪦 Hibernating
12691.0,19,5,927.8,185.56,4,4,4,444,12,👑 Champions
12693.0,117,4,711.91,177.9775,2,4,3,243,9,⚠️ At Risk
12694.0,61,2,757.11,378.555,3,2,3,323,8,💎 Potential Loyalists
12695.0,57,3,492.44,164.14666666666668,3,3,3,333,9,🌟 Loyal Customers
12697.0,19,3,757.59,252.53,4,3,3,433,10,🌟 Loyal Customers
12700.0,56,3,3316.3,1105.4333333333334,3,3,5,335,11,🌟 Loyal Customers
12701.0,70,2,676.33,338.165,2,2,3,223,7,😴 About to Sleep
12702.0,10,1,201.0,201.0,5,1,1,511,7,💎 Potential Loyalists
12703.0,61,1,265.55,265.55,3,1,2,312,6,💎 Potential Loyalists
12704.0,13,7,1557.1299999999999,222.44714285714284,4,5,4,454,13,👑 Champions
12705.0,6,8,6353.37,794.17125,5,5,5,555,15,👑 Champions
12707.0,282,1,603.42,603.42,1,1,3,113,5,🪦 Hibernating
12708.0,20,10,2379.11,237.911,4,5,5,455,14,👑 Champions
12709.0,6,15,8159.48,543.9653333333333,5,5,5,555,15,👑 Champions
12710.0,87,3,1023.02,341.00666666666666,2,3,4,234,9,⚠️ At Risk
12712.0,19,13,3903.13,300.2407692307692,4,5,5,455,14,👑 Champions
12714.0,0,5,4289.7,857.9399999999999,5,4,5,545,14,👑 Champions
12715.0,97,1,273.86,273.86,2,1,2,212,5,😴 About to Sleep
12716.0,124,1,617.06,617.06,2,1,3,213,6,😴 About to Sleep
12717.0,142,2,786.47,393.235,2,2,3,223,7,😴 About to Sleep
12718.0,62,1,197.69,197.69,3,1,1,311,5,💎 Potential Loyalists
12719.0,56,1,247.60000000000002,247.60000000000002,3,1,2,312,6,💎 Potential Loyalists
12720.0,6,24,4724.14,196.83916666666667,5,5,5,555,15,👑 Champions
12721.0,22,6,2324.84,387.47333333333336,4,5,5,455,14,👑 Champions
12722.0,76,4,907.27,226.8175,2,4,4,244,10,⚠️ At Risk
12723.0,7,3,563.04,187.67999999999998,5,3,3,533,11,🌟 Loyal Customers
12724.0,72,3,733.1700000000001,244.39000000000001,2,3,3,233,8,😴 About to Sleep
12725.0,362,1,371.8,371.8,1,1,2,112,4,🪦 Hibernating
12726.0,19,7,2344.38,334.9114285714286,4,5,5,455,14,👑 Champions
12727.0,1,7,3431.34,490.1914285714286,5,5,5,555,15,👑 Champions
12728.0,62,4,728.33,182.0825,3,4,3,343,10,🌟 Loyal Customers
12729.0,104,1,417.01,417.01,2,1,2,212,5,😴 About to Sleep
12731.0,14,12,14013.449999999999,1167.7875,4,5,5,455,14,👑 Champions
12732.0,170,1,218.26000000000002,218.26000000000002,2,1,1,211,4,😴 About to Sleep
12733.0,225,1,383.95,383.95,1,1,2,112,4,🪦 Hibernating
12734.0,343,1,110.39999999999999,110.39999999999999,1,1,1,111,3,🪦 Hibernating
12735.0,306,2,673.62,336.81,1,2,3,123,6,⚠️ At Risk
12736.0,323,1,144.0,144.0,1,1,1,111,3,🪦 Hibernating
12738.0,362,1,137.35,137.35,1,1,1,111,3,🪦 Hibernating
12739.0,89,1,975.54,975.54,2,1,4,214,7,❓ Other
12740.0,54,1,427.6,427.6,3,1,2,312,6,💎 Potential Loyalists
12743.0,125,2,523.47,261.735,2,2,3,223,7,😴 About to Sleep
12744.0,47,4,8590.73,2147.6825,3,4,5,345,12,🌟 Loyal Customers
12747.0,13,10,3498.56,349.856,4,5,5,455,14,👑 Champions
12748.0,0,194,27394.46,141.20855670103091,5,5,5,555,15,👑 Champions
12749.0,13,4,3277.82,819.455,4,4,5,445,13,👑 Champions
12750.0,119,1,275.88,275.88,2,1,2,212,5,😴 About to Sleep
12752.0,72,1,2878.78,2878.78,2,1,5,215,8,❓ Other
12753.0,13,6,15760.63,2626.7716666666665,4,5,5,455,14,👑 Champions
12754.0,226,3,155.95,51.98333333333333,1,3,1,131,5,❓ Other
12755.0,271,1,17.549999999999997,17.549999999999997,1,1,1,111,3,🪦 Hibernating
12756.0,77,1,112.07999999999998,112.07999999999998,2,1,1,211,4,😴 About to Sleep
12757.0,6,8,4017.9900000000002,502.24875000000003,5,5,5,555,15,👑 Champions
12758.0,107,2,2791.59,1395.795,2,2,5,225,9,⚠️ At Risk
12759.0,43,3,1343.64,447.88000000000005,3,3,4,334,10,🌟 Loyal Customers
12762.0,16,1,405.59,405.59,4,1,2,412,7,💎 Potential Loyalists
12763.0,129,2,494.08,247.04,2,2,3,223,7,😴 About to Sleep
12764.0,307,1,1693.88,1693.88,1,1,4,114,6,❓ Other
12766.0,48,6,5843.64,973.94,3,5,5,355,13,🌟 Loyal Customers
12769.0,229,1,1143.6,1143.6,1,1,4,114,6,❓ Other
12770.0,201,1,1033.45,1033.45,1,1,4,114,6,❓ Other
12772.0,50,1,752.47,752.47,3,1,3,313,7,💎 Potential Loyalists
12775.0,8,5,1264.09,252.81799999999998,5,4,4,544,13,👑 Champions
12778.0,10,6,670.55,111.75833333333333,5,5,3,553,13,🌟 Loyal Customers
12779.0,28,8,3972.24,496.53,4,5,5,455,14,👑 Champions
12781.0,54,2,786.74,393.37,3,2,3,323,8,💎 Potential Loyalists
12782.0,140,4,1714.67,428.6675,2,4,4,244,10,⚠️ At Risk
12783.0,23,3,1004.41,334.80333333333334,4,3,4,434,11,🌟 Loyal Customers
12784.0,6,1,518.42,518.42,5,1,3,513,9,💎 Potential Loyalists
12785.0,355,1,239.0,239.0,1,1,2,112,4,🪦 Hibernating
12787.0,0,3,418.66,139.55333333333334,5,3,2,532,10,💎 Potential Loyalists
12790.0,183,1,294.92,294.92,1,1,2,112,4,🪦 Hibernating
12791.0,364,1,177.60000000000002,177.60000000000002,1,1,1,111,3,🪦 Hibernating
12792.0,247,1,344.53999999999996,344.53999999999996,1,1,2,112,4,🪦 Hibernating
12793.0,325,2,461.48,230.74,1,2,3,123,6,⚠️ At Risk
12794.0,44,2,857.53,428.765,3,2,4,324,9,💎 Potential Loyalists
12795.0,9,1,318.48,318.48,5,1,2,512,8,💎 Potential Loyalists
12797.0,356,1,226.03,226.03,1,1,2,112,4,🪦 Hibernating
12798.0,161,1,69.12,69.12,2,1,1,211,4,😴 About to Sleep
12802.0,177,1,397.58,397.58,1,1,2,112,4,🪦 Hibernating
